하바, 50, 186
자타, 63, 143
다라, 60, 159
카라, 68, 142
바라, 95, 161
하사, 55, 152
가가, 74, 198
라가, 50, 184
바타, 89, 152
마카, 58, 178
마차, 79, 146
나파, 57, 149
차나, 90, 193
다마, 90, 192
가자, 41, 172
자사, 65, 148
라나, 61, 193
라카, 43, 146
가나, 48, 180
나아, 61, 172
사다, 70, 162
나카, 71, 188
카다, 69, 177
다타, 95, 167
나가, 58, 171
마타, 91, 161
라바, 76, 176
마차, 62, 154
차라, 88, 199
타사, 49, 182
카차, 88, 175
라라, 95, 162
아마, 91, 165
나마, 77, 151
라사, 52, 144
라아, 45, 171
가파, 72, 191
하가, 43, 194
아마, 75, 165
타타, 84, 190
사카, 95, 154
바타, 45, 184
하차, 79, 183
하하, 99, 183
파나, 82, 157
나사, 68, 157
가타, 91, 181
다사, 54, 167
나카, 49, 192
타카, 71, 142
자나, 77, 199
차자, 83, 166
하가, 53, 173
마라, 59, 184
사사, 54, 152
자가, 53, 145
아바, 59, 199
바하, 90, 194
자차, 88, 153
바나, 48, 165
나파, 58, 188
마다, 77, 152
다가, 58, 186
타자, 53, 170
타타, 90, 147
파타, 98, 148
자자, 71, 175
차바, 90, 163
바차, 53, 197
하파, 76, 151
마가, 99, 198
타나, 67, 145
가아, 47, 181
마나, 88, 189
카차, 79, 154
바나, 40, 159
자타, 81, 154
차타, 58, 181
차바, 43, 177
다파, 54, 150
자나, 72, 151
파아, 81, 195
자다, 40, 166
파카, 52, 193
자다, 82, 185
가타, 74, 150
자라, 97, 182
타타, 76, 192
카사, 59, 170
하카, 57, 164
라차, 61, 169
가파, 52, 153
파가, 54, 140
나타, 53, 176
하아, 51, 166
카바, 50, 164
자파, 88, 173
마자, 58, 165
마다, 86, 151
자나, 84, 150
하바, 89, 172
나아, 59, 170
자차, 40, 162
파파, 92, 142
카하, 93, 197
파카, 41, 158
바가, 64, 178
마사, 98, 152
바라, 90, 167
자사, 93, 171
라차, 98, 190
나타, 80, 195
차다, 93, 141
다아, 42, 198
차나, 54, 152
자가, 52, 167
마라, 42, 189
차바, 57, 177
타나, 91, 164
카파, 68, 154
마자, 62, 194
차타, 72, 167
다차, 63, 187
하가, 98, 164
다자, 87, 149
가자, 83, 158
다타, 52, 180
아사, 42, 182
타사, 60, 179
카라, 84, 160
차다, 92, 195
나다, 57, 150
카마, 72, 166
라하, 79, 191
차바, 58, 198
나타, 63, 171
하마, 43, 158
타나, 42, 193
타카, 82, 166
차다, 97, 173
라바, 41, 141
라아, 46, 145
자차, 59, 149
파가, 48, 159
나나, 44, 195
자바, 43, 176
타라, 85, 142
자바, 41, 172
하하, 87, 187
사바, 48, 195
사타, 55, 169
파라, 65, 197
파마, 63, 189
다타, 63, 159
가마, 56, 180
타카, 49, 188
바카, 93, 142
마아, 51, 170
카나, 65, 181
자타, 89, 150
파하, 55, 142
나하, 52, 174
차자, 77, 170
파차, 45, 152
가카, 93, 156
카아, 74, 140
나차, 55, 191
바나, 87, 154
다아, 97, 193
나아, 82, 140
자가, 98, 155
사마, 70, 175
아아, 62, 189
마마, 76, 186
파파, 43, 147
바차, 51, 191
사타, 58, 157
카하, 59, 194
마자, 50, 182
파마, 80, 159
가자, 46, 195
타카, 66, 175
바라, 54, 161
바타, 59, 164
나카, 49, 187
타가, 41, 155
파파, 95, 175
차파, 78, 153
카차, 91, 184
바파, 78, 169
타파, 59, 156
카사, 75, 192
카마, 63, 140
자바, 94, 188
라아, 59, 181
타바, 65, 147
파아, 82, 177
자바, 59, 144
카차, 48, 156
카타, 49, 155
자바, 94, 170
하다, 41, 144
차하, 79, 158
자타, 93, 141
타라, 68, 164
가차, 49, 172
사아, 88, 156
차나, 55, 166
파나, 53, 180
다라, 63, 151
바타, 88, 182
파차, 96, 178
다아, 70, 152
카바, 69, 158
가사, 53, 150
아차, 68, 162
파나, 74, 146
아카, 98, 167
카차, 56, 182
카하, 81, 162
하파, 80, 161
가아, 80, 170
다다, 48, 163
바바, 96, 147
마라, 41, 144
파가, 63, 191
차아, 53, 162
타자, 94, 148
나아, 50, 171
다파, 43, 187
파차, 47, 171
다바, 54, 143
라라, 45, 149
가타, 41, 191
타하, 43, 195
하아, 66, 162
다마, 82, 160
바가, 60, 158
파자, 79, 153
타바, 97, 158
자차, 55, 155
하사, 87, 177
나나, 46, 144
바아, 51, 148
카타, 46, 186
자라, 89, 180
아바, 61, 176
타마, 87, 169
하바, 69, 153
카라, 83, 160
타카, 93, 188
자다, 57, 163
하마, 96, 184
가나, 69, 145
하가, 61, 171
아차, 76, 164
마파, 60, 169
마아, 95, 198
마사, 67, 161
가아, 77, 154
파타, 90, 172
하하, 69, 188
마카, 60, 159
파다, 70, 180
타사, 55, 193
차자, 90, 150
차바, 83, 144
카하, 62, 140
마파, 81, 165
아자, 72, 145
아라, 75, 185
라타, 52, 172
차카, 58, 163
타나, 78, 172
마아, 58, 181
자가, 42, 179
바나, 55, 153
파카, 90, 151
타카, 86, 153
바다, 85, 199
자다, 61, 197
가라, 89, 162
나자, 77, 140
가자, 65, 179
타라, 90, 180
마아, 69, 148
카자, 51, 148
자라, 78, 166
아아, 69, 158
자라, 49, 167
사아, 74, 159
사라, 46, 194
카아, 74, 151
다아, 44, 197
하아, 86, 171
바하, 85, 159
파자, 47, 147
차카, 53, 188
차카, 55, 178
사하, 50, 152
타하, 79, 181
카바, 80, 192
파바, 66, 199
자나, 75, 194
카라, 78, 199
바가, 63, 150
카라, 99, 166
아사, 46, 181
하바, 52, 186
타사, 64, 165
차타, 44, 154
파마, 84, 154
차자, 85, 184
하자, 97, 182
마다, 43, 191
차하, 66, 150
타차, 52, 193
타다, 88, 187
파차, 65, 190
라바, 70, 151
사하, 55, 144
다아, 70, 144
하사, 93, 197
자마, 40, 163
아사, 70, 150
차하, 68, 146
바가, 50, 172
파가, 45, 165
사자, 91, 162
사파, 83, 191
차마, 78, 192
나타, 95, 141
마파, 69, 151
하라, 52, 192
나차, 67, 193
바카, 88, 146
가나, 96, 179
사카, 93, 147
자하, 53, 159
카사, 99, 154
바가, 75, 185
라파, 80, 147
타카, 85, 143
아차, 43, 144
마아, 83, 160
카아, 99, 173
파파, 87, 173
가다, 59, 170
하가, 62, 182
타아, 44, 159
아카, 96, 153
파라, 90, 142
차아, 44, 199
바타, 55, 183
나타, 59, 181
하파, 64, 142
하자, 64, 197
라자, 61, 180
사하, 56, 186
라다, 59, 186
카파, 72, 151
가나, 86, 180
다사, 95, 164
마다, 54, 197
자아, 58, 150
마마, 52, 194
차사, 93, 158
자다, 77, 160
아카, 44, 153
가아, 47, 178
마라, 73, 165
마하, 65, 172
사타, 49, 177
파차, 98, 141
자마, 86, 196
카카, 54, 183
타카, 84, 186
타파, 90, 173
마아, 75, 188
나타, 99, 177
바마, 46, 197
아아, 98, 154
바라, 87, 187
가가, 61, 141
파자, 56, 155
차바, 68, 193
사나, 58, 181
파마, 82, 182
차자, 90, 177
다가, 43, 180
나가, 84, 187
가사, 73, 164
다다, 68, 148
차다, 67, 151
차아, 84, 148
카파, 56, 157
마가, 61, 189
카타, 79, 151
타바, 55, 153
아나, 42, 155
차차, 71, 158
아타, 63, 186
타라, 68, 184
가파, 88, 150
아파, 63, 156
타타, 62, 173
바라, 90, 177
사카, 49, 165
자하, 46, 184
자나, 93, 146
마가, 88, 145
아다, 65, 141
마사, 68, 198
차나, 52, 161
바아, 92, 195
다가, 74, 186
사카, 83, 144
카사, 85, 199
하가, 73, 165
차사, 52, 140
파카, 40, 146
가라, 50, 192
하라, 67, 161
파파, 61, 178
하마, 78, 154
타파, 65, 165
차자, 65, 141
타카, 41, 173
사파, 75, 181
아바, 86, 148
사카, 78, 173
사자, 64, 169
라파, 45, 159
사가, 40, 146
아사, 88, 181
카마, 85, 198
다카, 70, 196
마아, 91, 150
차나, 43, 175
마마, 68, 195
아라, 53, 176
자바, 67, 193
나바, 72, 155
바타, 56, 165
파마, 42, 143
다다, 85, 181
사다, 50, 173
마자, 45, 168
라다, 65, 140
자자, 44, 177
나카, 82, 178
가다, 48, 145
다마, 77, 140
가가, 71, 190
가다, 81, 189
나마, 83, 143
라나, 45, 150
마카, 70, 194
라차, 88, 189
타차, 95, 192
라사, 59, 195
바파, 53, 199
다다, 76, 187
다나, 60, 152
아사, 68, 147
다하, 94, 176
사아, 51, 176
자차, 79, 162
차라, 45, 146
카다, 84, 187
가마, 71, 169
바가, 49, 187
하하, 68, 176
자파, 64, 173
자나, 77, 144
하파, 42, 156
라차, 54, 196
나사, 66, 179
자다, 85, 140
카아, 55, 148
사타, 65, 141
나카, 69, 163
바마, 98, 144
자바, 89, 144
바카, 62, 148
자라, 84, 147
마사, 50, 166
사다, 88, 145
다마, 94, 144
아차, 55, 168
아자, 59, 196
사아, 67, 196
바가, 74, 186
파마, 99, 188
타사, 85, 181
파바, 99, 190
카차, 50, 180
아하, 44, 185
아라, 67, 191
사가, 54, 170
라파, 65, 174
마바, 87, 184
자아, 50, 196
차아, 80, 141
마나, 94, 166
카바, 71, 146
자아, 41, 179
라마, 86, 169
타하, 68, 151
라마, 65, 140
차하, 78, 142
파타, 51, 188
차나, 43, 192
타하, 62, 152
라다, 99, 172
자사, 86, 143
자가, 90, 166
아가, 46, 155
사마, 63, 178
타가, 44, 161
타자, 58, 188
하파, 87, 155
나바, 42, 163
차하, 63, 153
타파, 66, 186
하카, 64, 175
마자, 96, 174
바라, 72, 179
파아, 94, 173
나다, 53, 175
파마, 47, 145
라사, 89, 191
자아, 74, 197
나타, 65, 161
사아, 59, 190
자파, 68, 199
마사, 73, 182
자하, 79, 194
차사, 77, 146
하바, 62, 176
타마, 68, 154
바카, 40, 196
